action_time,action_type,actor_id,actor_type,address_zipcode,amt,business_desc,call_nbr,card_level,card_type,channel_id,channel_type,currency_code,detail_desc,machine_bank_code,merchant_category_code,object_id,object_type,original_currency_code,partition_time,target_acct_nbr,target_bank_code,theme,trans_type,txn_amt,txn_fee_amt,type_desc,customer_id,birth_time,gender,contact_loc,contact_code,register_loc,register_code,start_time,aum,net_profit,credit_card_flag,loan_flag,deposit_flag,wealth_flag,partition_time
3699193011,TWD_demand_deposit,13,customer_id,,1216.12258352,,,,,MyBank,digital,TWD,,,,MHBYLEQFGUWSGYRVIIXV,credit_card_payment,,3696969600,,,mybank,,,,,13,1083060338,F,I,292141,F,606063,3667420800,173.028964744,168.625836052,Y,Y,Y,Y,3696969600
3699100154,inbound,13,customer_id,,,2,QYOJMXCCREMKJEOKLWUI,,,personal_phone_service,customer_service,,89,,,2_19_89,call_purpose,,3696969600,,,cti,,,,19,13,1083060338,F,I,292141,F,606063,3667420800,173.028964744,168.625836052,Y,Y,Y,Y,3696969600
3699053303,TWD_demand_deposit,13,customer_id,,648.465247813,,,,,MyBank,digital,USD,,,,ZSXSHWVZYVACHYTNDFEN,transfer,,3696969600,,,mybank,,,,,13,1083060338,F,I,292141,F,606063,3667420800,173.028964744,168.625836052,Y,Y,Y,Y,3696969600
3699348779,withdraw,13,customer_id,433623.0,,,,,,SSPRVWKUTVKENAMKJPGH,ATM,,,Cathay,,PRNOTGPVYFXRKRGOCOIV,saving_acct,,3696969600,JWQQJMGVASDGURLOECNS,Cathay,atm,trans_out,214.212401226,15.0,,13,1083060338,F,I,292141,F,606063,3667420800,173.028964744,168.625836052,Y,Y,Y,Y,3696969600
3698348710,purchase_consumption,13,customer_id,,,,,3,C,DLYYAVJLWIOOEDTKTUXN,credit_card,,,,03099,QBUZKNRMKUUHUWSLOTVH,merchant_nbr,TWD,3696969600,,,cc_txn,,1398.68685481,,,13,1083060338,F,I,292141,F,606063,3667420800,173.028964744,168.625836052,Y,Y,Y,Y,3696969600
3699092779,withdraw,13,customer_id,54057.0,,,,,,RQPODNITVROLIFHVJOKM,ATM,,,Cathay,,WUIZLRJTUPFJSDRFJFKU,saving_acct,,3696969600,VKBRNAJAIIJNCLECPSDL,B_bank,atm,trans_out,64.40249765,15.0,,13,1083060338,F,I,292141,F,606063,3667420800,173.028964744,168.625836052,Y,Y,Y,Y,3696969600
3699364529,inbound,13,customer_id,,,1,JTUPFJSDRFJFKURQPODN,,,personal_phone_service,customer_service,,285,,,1_11_285,call_purpose,,3696969600,,,cti,,,,11,13,1083060338,F,I,292141,F,606063,3667420800,173.028964744,168.625836052,Y,Y,Y,Y,3696969600
3697970913,TWD_demand_deposit,13,customer_id,,3601.96452521,,,,,MMB,digital,USD,,,,XXCOWKORAVGNTTYVNKRA,transfer,,3696969600,,,mybank,,,,,13,1083060338,F,I,292141,F,606063,3667420800,173.028964744,168.625836052,Y,Y,Y,Y,3696969600
3697970913,cash_advance,13,customer_id,,,,,3,A,ZSVLQTMHBYLEQFGUWSGY,credit_card,,,,05641,XXCOWKORAVGNTTYVNKRA,merchant_nbr,TWD,3696969600,,,cc_txn,,78.3385933267,,,13,1083060338,F,I,292141,F,606063,3667420800,173.028964744,168.625836052,Y,Y,Y,Y,3696969600
3698028058,inquire,13,customer_id,164431.0,,,,,,FFSJSSCIVHDCIULWPPNT,ATM,,,Cathay,,UOHNJGTLKWKMTWFRJCNY,saving_acct,,3696969600,MRVJSYWTZQYOJMXCCREM,Cathay,atm,trans_out,0.0,0.0,,13,1083060338,F,I,292141,F,606063,3667420800,173.028964744,168.625836052,Y,Y,Y,Y,3696969600
3699365672,inbound,13,customer_id,,,0,JNCLECPSDLVBDHYUISVG,,,personal_phone_service,customer_service,,232,,,0_9_232,call_purpose,,3696969600,,,cti,,,,9,13,1083060338,F,I,292141,F,606063,3667420800,173.028964744,168.625836052,Y,Y,Y,Y,3696969600
3698946742,TWD_demand_deposit,13,customer_id,,914.218836063,,,,,MMB,digital,TWD,,,,ETKLVGFRBJVOSFIUAZTZ,other_payment,,3696969600,,,mybank,,,,,13,1083060338,F,I,292141,F,606063,3667420800,173.028964744,168.625836052,Y,Y,Y,Y,3696969600
3699005211,purchase_consumption,13,customer_id,,,,,3,B,YTNDFENAADXBGWETKLVG,credit_card,,,,03677,QZAIVZXZSXSHWVZYVACH,merchant_nbr,TWD,3696969600,,,cc_txn,,1257.91883163,,,13,1083060338,F,I,292141,F,606063,3667420800,173.028964744,168.625836052,Y,Y,Y,Y,3696969600
3697879892,inquire,13,customer_id,421851.0,,,,,,SMKNKEJPICVENEQKVTZQ,ATM,,,Cathay,,ISVGAZYIEINZHHMCNOKD,saving_acct,,3696969600,DKBFTWTHSVBJMDYYBCGT,B_bank,atm,trans_out,0.0,0.0,,13,1083060338,F,I,292141,F,606063,3667420800,173.028964744,168.625836052,Y,Y,Y,Y,3696969600
3699141440,purchase_consumption,13,customer_id,,,,,6,D,VOXZKMXYKGDHAFOUVUCM,credit_card,,,,0RRD1,ZTZDFZPUFQZMDVZNRNBK,merchant_nbr,TWD,3696969600,,,cc_txn,,1233.26287751,,,13,1083060338,F,I,292141,F,606063,3667420800,173.028964744,168.625836052,Y,Y,Y,Y,3696969600
3697566600,inbound,13,customer_id,,,1,VHDCIULWPPNTKNMRVJSY,,,personal_phone_service,customer_service,,258,,,1_18_258,call_purpose,,3696969600,,,cti,,,,18,13,1083060338,F,I,292141,F,606063,3667420800,173.028964744,168.625836052,Y,Y,Y,Y,3696969600
3697465142,fund,13,customer_id,,2679.81164614,,,,,MMB,digital,USD,,,,NDUPGTHZDFGRWOISCSRQ,general_purchase,,3696969600,,,mybank,,,,,13,1083060338,F,I,292141,F,606063,3667420800,173.028964744,168.625836052,Y,Y,Y,Y,3696969600
3698841870,TWD_demand_deposit,13,customer_id,,7.94255874335,,,,,MMB,digital,TWD,,,,UVUCMTJTENHRDGQBUZKN,other_payment,,3696969600,,,mybank,,,,,13,1083060338,F,I,292141,F,606063,3667420800,173.028964744,168.625836052,Y,Y,Y,Y,3696969600
3697033597,inbound,42,customer_id,,,0,NKEAWQBELBWMFNLCEMET,,,personal_phone_service,customer_service,,243,,,0_20_243,call_purpose,,3696969600,,,cti,,,,20,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697078611,inbound,42,customer_id,,,1,DRBGDJYRXBIKHKQBMRDK,,,personal_phone_service,customer_service,,150,,,1_22_150,call_purpose,,3696969600,,,cti,,,,22,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698957734,inbound,42,customer_id,,,2,LKQLVNJFYZGPALPXXVSD,,,personal_phone_service,customer_service,,222,,,2_23_222,call_purpose,,3696969600,,,cti,,,,23,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3699093957,inbound,42,customer_id,,,0,IEUTNALVGJYNAKZHFYDF,,,personal_phone_service,customer_service,,219,,,0_11_219,call_purpose,,3696969600,,,cti,,,,11,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697515629,TWD_demand_deposit,42,customer_id,,1235.00557404,,,,,MyBank,digital,TWD,,,,IONQRVMIQWPPDHINKOOU,credit_card_payment,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697581178,fund,42,customer_id,,1658.81616947,,,,,MMB,digital,TWD,,,,KTSGWZKYTJVSUSBGJOOV,general_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697749339,fund,42,customer_id,,824.4064437,,,,,MyBank,digital,USD,,,,ZRLIUWRNSVHMSKTUXJWV,general_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697947096,TWD_demand_deposit,42,customer_id,,472.267600505,,,,,MMB,digital,TWD,,,,RMBMUYLJMPTTOZEKOQPG,other_payment,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698138787,fund,42,customer_id,,697.561282535,,,,,MyBank,digital,TWD,,,,EPTHUJHYJZCEIFUTCFOZ,general_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698213456,fund,42,customer_id,,32.9599524277,,,,,MMB,digital,TWD,,,,XDSXKENXZHJAOPYZXEOD,general_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698226174,TWD_demand_deposit,42,customer_id,,528.792076403,,,,,MyBank,digital,TWD,,,,CMOLXKGNNVBMDXCTVNAA,credit_card_payment,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698441423,TWD_demand_deposit,42,customer_id,,2969.36018231,,,,,MMB,digital,TWD,,,,YYVXOQFUWMTOABMBVSDT,transfer,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698688986,fund,42,customer_id,,1637.53553647,,,,,MyBank,digital,USD,,,,ENFIUUROCZYOIPYBXRNG,fixed_quota_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698868403,fund,42,customer_id,,356.636318992,,,,,MyBank,digital,USD,,,,TZCOMJCXEHASKRTCVITI,general_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3699033654,TWD_demand_deposit,42,customer_id,,516.496426283,,,,,MMB,digital,TWD,,,,SPRUYDQWPRESYQFYZVEE,credit_card_payment,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3699317564,fund,42,customer_id,,986.571459056,,,,,MMB,digital,TWD,,,,HUSISZAVDTGNJMXTHWYK,general_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3699407715,fund,42,customer_id,,654.761218936,,,,,MyBank,digital,TWD,,,,SETQVMCUPOYWVOXJUWVU,fixed_quota_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3699532897,fund,42,customer_id,,949.159227459,,,,,MMB,digital,TWD,,,,UVVIDRHCWITUQFVRPTSD,fixed_quota_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3699263177,inbound,42,customer_id,,,1,PRHQNPVAIMIDMDCGJJUS,,,personal_phone_service,customer_service,,143,,,1_20_143,call_purpose,,3696969600,,,cti,,,,20,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3699556842,fund,42,customer_id,,1953.19634915,,,,,MyBank,digital,USD,,,,VBIHKLVNWVYVHPBLBUAO,fixed_quota_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697934663,inbound,42,customer_id,,,2,TJTTRJKQZNZRQHMAOPFB,,,personal_phone_service,customer_service,,14,,,2_12_14,call_purpose,,3696969600,,,cti,,,,12,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3699187223,inbound,42,customer_id,,,0,ETPHPNFKMBRTHXEFEOZA,,,personal_phone_service,customer_service,,28,,,0_24_28,call_purpose,,3696969600,,,cti,,,,24,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698823817,inbound,42,customer_id,,,1,HJCFPXGRNWFWRFVMZWWM,,,personal_phone_service,customer_service,,299,,,1_19_299,call_purpose,,3696969600,,,cti,,,,19,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698645168,TWD_demand_deposit,42,customer_id,,105.676406562,,,,,MMB,digital,USD,,,,CWRLLGTVCVYQPYKNAPPS,credit_card_payment,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697178877,inbound,42,customer_id,,,1,BYGZGKVNDSMYFXCTONDC,,,personal_phone_service,customer_service,,220,,,1_13_220,call_purpose,,3696969600,,,cti,,,,13,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3699118278,TWD_demand_deposit,42,customer_id,,529.749687909,,,,,MMB,digital,TWD,,,,YVTPAEDGDYBYPKOMWQZW,transfer,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3699557096,inbound,42,customer_id,,,2,JOCFADBYGCZFSPXEZFEI,,,personal_phone_service,customer_service,,168,,,2_9_168,call_purpose,,3696969600,,,cti,,,,9,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698837816,TWD_demand_deposit,42,customer_id,,1208.01900041,,,,,MyBank,digital,USD,,,,XSSJMJZGAUSUBAWAGTFV,other_payment,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3699307939,TWD_demand_deposit,42,customer_id,,1863.01858006,,,,,MyBank,digital,TWD,,,,EWFVIFJAANUGDWUZCPEL,credit_card_payment,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697707365,fund,42,customer_id,,116.736480786,,,,,MMB,digital,TWD,,,,ZQWBCUQTPFKAHWVUFMWZ,fixed_quota_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698190175,fund,42,customer_id,,27.7087431013,,,,,MyBank,digital,USD,,,,GANIHUHOVYGFLPLHCQJQ,fixed_quota_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3699063590,fund,42,customer_id,,829.594380588,,,,,MMB,digital,TWD,,,,IYVOSVFTJXLENEUMQVOL,general_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698666588,withdraw,42,customer_id,29757.0,,,,,,QIWUCNBZSZREVRGGAFVU,ATM,,,Cathay,,BDYQPMWUPPTJNSBJOZPP,saving_acct,,3696969600,BBAONARXYHOQLCHKEZWX,Cathay,atm,trans_out,1609.0512444,15.0,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697623537,TWD_demand_deposit,42,customer_id,,793.306082853,,,,,MyBank,digital,TWD,,,,GETUONBJRNOLYRXCEPWX,transfer,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698412331,fund,42,customer_id,,485.335388397,,,,,MyBank,digital,TWD,,,,JIYZJGJSLMLZGXCYPPQD,fixed_quota_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697624887,TWD_demand_deposit,42,customer_id,,904.045137136,,,,,MyBank,digital,USD,,,,SJKYQKXYGSYCKLPZMLUS,transfer,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698334327,TWD_demand_deposit,42,customer_id,,1080.76949759,,,,,MyBank,digital,TWD,,,,OAPXCWYOIDCUPIXKCQJA,credit_card_payment,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698450649,inbound,42,customer_id,,,0,ITRGIWAQRTIUDELXAZGE,,,personal_phone_service,customer_service,,10,,,0_14_10,call_purpose,,3696969600,,,cti,,,,14,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697231321,fund,42,customer_id,,1111.65437863,,,,,MyBank,digital,USD,,,,LNRKVIYOMURNJJHIRJHI,fixed_quota_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697632880,inbound,42,customer_id,,,1,ZPVGCPRLYZAYUGBGXZAV,,,personal_phone_service,customer_service,,163,,,1_0_163,call_purpose,,3696969600,,,cti,,,,0,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697781680,inbound,42,customer_id,,,0,AESTKRLMQSNABUCFXJVK,,,personal_phone_service,customer_service,,260,,,0_5_260,call_purpose,,3696969600,,,cti,,,,5,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697994397,inbound,42,customer_id,,,2,WICZRDTXGKCGHNOFWIMC,,,personal_phone_service,customer_service,,135,,,2_12_135,call_purpose,,3696969600,,,cti,,,,12,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698025757,inbound,42,customer_id,,,1,EUSLIQDLLCSIDCMQJOMH,,,personal_phone_service,customer_service,,56,,,1_24_56,call_purpose,,3696969600,,,cti,,,,24,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698055216,inbound,42,customer_id,,,0,EJTUHEWHOLNZLOXCYLYR,,,personal_phone_service,customer_service,,251,,,0_19_251,call_purpose,,3696969600,,,cti,,,,19,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698871663,inbound,42,customer_id,,,0,NHAXUBQRYTGQWVTHDHHN,,,personal_phone_service,customer_service,,159,,,0_8_159,call_purpose,,3696969600,,,cti,,,,8,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697218981,fund,42,customer_id,,583.227471205,,,,,MMB,digital,USD,,,,HWCWSDVTYFTUQKXGVCKH,general_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697477707,fund,42,customer_id,,451.108992484,,,,,MMB,digital,USD,,,,ANDZCMCAOTGMLROGLSPC,general_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697596925,TWD_demand_deposit,42,customer_id,,877.583196076,,,,,MyBank,digital,USD,,,,ITQJCZCVUSFRQGUIVQOH,other_payment,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697955800,fund,42,customer_id,,461.57756466,,,,,MyBank,digital,USD,,,,ITTLJCPMADGKGQNTHVMB,general_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697970101,fund,42,customer_id,,819.025653889,,,,,MMB,digital,TWD,,,,YANVTMLYXUIIKCBVNJND,fixed_quota_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3698408784,TWD_demand_deposit,42,customer_id,,2829.85939042,,,,,MMB,digital,USD,,,,QGLZYMMRDDZZBIPNMDEA,transfer,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3699045417,fund,42,customer_id,,2224.26687305,,,,,MyBank,digital,TWD,,,,RHRWQPAGCYGNKTRNJEKM,general_purchase,,3696969600,,,mybank,,,,,42,1335348338,F,G,254521,F,472657,3312921600,1225.83815299,3330.32610645,Y,Y,Y,Y,3696969600
3697122271,purchase_consumption,36,customer_id,,,,,3,A,WRKVKTNCFZARUSRHNALO,credit_card,,,,07999,YOLSNLRDZPOUIFMMUQBA,merchant_nbr,TWD,3696969600,,,cc_txn,,4.33459536646,,,36,3038292338,M,L,696391,A,87321,3530822400,191.716545964,1603.15586989,Y,N,Y,Y,3696969600
3697128668,purchase_consumption,36,customer_id,,,,,3,D,UAYFUFTBLVHMGHBMGEEG,credit_card,,,,07523,KYEDYFLLPOYRFHSUKXQH,merchant_nbr,TWD,3696969600,,,cc_txn,,1986.02444823,,,36,3038292338,M,L,696391,A,87321,3530822400,191.716545964,1603.15586989,Y,N,Y,Y,3696969600
3697194924,purchase_consumption,36,customer_id,,,,,2,B,ZCGFIHZTCBLPRCBQNZOO,credit_card,,,,03001,RWUYOKKABXDWJMULYHZB,merchant_nbr,TWD,3696969600,,,cc_txn,,1550.21404585,,,36,3038292338,M,L,696391,A,87321,3530822400,191.716545964,1603.15586989,Y,N,Y,Y,3696969600
3697228597,cash_advance,36,customer_id,,,,,4,B,BCLAYQHPIFZVENZMPUWB,credit_card,,,,03236,DASKJNSJQAGNBKXXHKOQ,merchant_nbr,TWD,3696969600,,,cc_txn,,1527.07889767,,,36,3038292338,M,L,696391,A,87321,3530822400,191.716545964,1603.15586989,Y,N,Y,Y,3696969600
3697364745,cash_advance,36,customer_id,,,,,4,D,PVTLGQBOBKMEBJUFWDWI,credit_card,,,,03661,PEUFMZDILGLLHBPSIZCK,merchant_nbr,TWD,3696969600,,,cc_txn,,2307.59695363,,,36,3038292338,M,L,696391,A,87321,3530822400,191.716545964,1603.15586989,Y,N,Y,Y,3696969600
3697579036,purchase_consumption,36,customer_id,,,,,2,C,MZIECJWTBRYYOWFSELBB,credit_card,,,,07375,KXMFXMKVCFSVMMDBSVVH,merchant_nbr,TWD,3696969600,,,cc_txn,,386.541303662,,,36,3038292338,M,L,696391,A,87321,3530822400,191.716545964,1603.15586989,Y,N,Y,Y,3696969600
3697580125,purchase_consumption,36,customer_id,,,,,3,A,GISCZMFCXCTMXWSAOKVS,credit_card,,,,03008,ZDZYRSFGUGYDNLGWAJLD,merchant_nbr,TWD,3696969600,,,cc_txn,,622.332565841,,,36,3038292338,M,L,696391,A,87321,3530822400,191.716545964,1603.15586989,Y,N,Y,Y,3696969600
3697650436,purchase_consumption,36,customer_id,,,,,4,D,SXKDCVOGELZPZBHQTOMF,credit_card,,,,03692,RJMJHPCUFFRNKLBQGLFY,merchant_nbr,TWD,3696969600,,,cc_txn,,752.580171366,,,36,3038292338,M,L,696391,A,87321,3530822400,191.716545964,1603.15586989,Y,N,Y,Y,3696969600
3697710813,purchase_consumption,36,customer_id,,,,,3,A,MUIMFDSOHUSHBUWRBRTG,credit_card,,,,06051,BKGUMMODMORANQAPXTQW,merchant_nbr,TWD,3696969600,,,cc_txn,,1389.65874399,,,36,3038292338,M,L,696391,A,87321,3530822400,191.716545964,1603.15586989,Y,N,Y,Y,3696969600
